시도명,
인천광역시,13.0
부산광역시,7.2
대전광역시,7.1
울산광역시,5.2
서울특별시,4.8
충청북도,4.2
경기도,3.7
경상남도,3.7
충청남도,3.7
광주광역시,3.3
대구광역시,2.5
세종특별자치시,1.6
전라남도,1.2
전북특별자치도,0.9
경상북도,-0.2
강원특별자치도,-2.8
제주특별자치도,-8.7
